"Povpreène meseène plaèe po: STATISTIÈNA REGIJA, SKD DEJAVNOST, MESEC,"
"PLAÈE , MERITVE"

" ";" ";" ";"Bruto plaèa";" ";" ";" ";" ";" ";" ";" ";" ";"Neto plaèa";" ";" ";" ";" ";" ";" ";" ";" "
" ";" ";" ";"Plaèa za mesec [EUR]";"Plaèa za obdobje [EUR]";"Izredna izplaèila [za vse zaposlene osebe] [EUR]";"Izredna izplaèila [EUR]";"Plaèa za plaèano uro za mesec [EUR]";"Plaèa za plaèano uro za obdobje [EUR]";"Tekoèi mesec / prejšnji mesec";"Tekoèi mesec / isti mesec prejšnjega leta";"Povpreèje mesecev tekoèega leta / povpreèje istih mesecev prejšnjega leta";"Plaèa za mesec [EUR]";"Plaèa za obdobje [EUR]";"Izredna izplaèila [za vse zaposlene osebe] [EUR]";"Izredna izplaèila [EUR]";"Plaèa za plaèano uro za mesec [EUR]";"Plaèa za plaèano uro za obdobje [EUR]";"Tekoèi mesec / prejšnji mesec";"Tekoèi mesec / isti mesec prejšnjega leta";"Povpreèje mesecev tekoèega leta / povpreèje istih mesecev prejšnjega leta"
"SLOVENIJA"
" ";" ";"2010";1548.15;1548.15;2.24;407.83;9.50;9.50;96.20;99.80;99.80;989.58;989.58;-;-;6.08;6.08;97.00;100.00;100.00
" ";" ";"2011";1550.64;1550.64;12.91;531.63;9.51;9.51;97.80;100.20;100.20;998.89;998.89;-;-;6.13;6.13;98.50;100.90;100.90
" ";" ";"2012";1581.82;1581.82;3.45;318.23;9.40;9.40;95.50;102.00;102.00;1018.46;1018.46;-;-;6.05;6.05;97.20;102.00;102.00
" ";" ";"2013";1566.14;1566.14;2.35;1016.90;9.12;9.12;97.50;99.00;99.00;1018.59;1018.59;-;-;5.93;5.93;98.30;100.00;100.00
" ";" ";"2014";1524.90;1524.90;5.97;1092.57;8.90;8.90;98.80;97.40;97.40;992.39;992.39;-;-;5.79;5.79;99.20;97.40;97.40
" ";" ";"2015";1521.20;1521.20;4.22;288.79;9.28;9.28;97.00;99.80;99.80;986.52;986.52;-;-;6.02;6.02;97.20;99.40;99.40
" ";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI"
" ";" ";"2005";691.06;691.06;-;-;4.11;4.11;97.50;107.10;107.10;476.77;476.77;-;-;2.83;2.83;100.50;109.20;109.20
" ";" ";"2006";684.60;684.60;-;-;4.16;4.16;99.00;99.10;99.10;470.85;470.85;-;-;2.86;2.86;98.70;98.80;98.80
" ";" ";"2007";731.54;731.54;-;-;4.27;4.27;100.60;106.90;106.90;509.87;509.87;-;-;2.98;2.98;100.60;108.30;108.30
" ";" ";"2008";765.24;765.24;-;-;4.51;4.51;88.60;104.60;104.60;534.15;534.15;-;-;3.15;3.15;94.70;104.80;104.80
" ";" ";"2009";848.03;848.03;32.18;367.07;5.08;5.08;102.70;110.80;110.80;584.67;584.67;-;-;3.50;3.50;101.90;109.50;109.50
" ";" ";"2010";834.40;834.40;0.04;0.55;5.22;5.22;100.70;98.40;98.40;581.72;581.72;-;-;3.64;3.64;101.00;99.50;99.50
" ";" ";"2011";903.23;903.23;1.80;219.97;5.57;5.57;101.40;108.20;108.20;634.01;634.01;-;-;3.91;3.91;101.60;109.00;109.00
" ";" ";"2012";958.22;958.22;1.69;217.14;5.75;5.75;103.90;106.10;106.10;670.92;670.92;-;-;4.03;4.03;104.00;105.80;105.80
" ";" ";"2013";914.82;914.82;1.89;17.65;5.51;5.51;98.10;95.50;95.50;643.15;643.15;-;-;3.87;3.87;98.20;95.90;95.90
" ";" ";"2014";975.06;975.06;2.31;221.94;5.71;5.71;100.80;106.60;106.60;678.94;678.94;-;-;3.97;3.97;100.40;105.60;105.60
" ";" ";"2015";992.35;992.35;13.56;469.69;6.09;6.09;101.10;101.80;101.80;678.84;678.84;-;-;4.17;4.17;99.80;100.00;100.00
" ";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI"
" ";" ";"2005";1302.47;1302.47;-;-;7.80;7.80;100.20;102.90;102.90;832.33;832.33;-;-;4.99;4.99;99.90;104.60;104.60
" ";" ";"2006";1354.55;1354.55;-;-;7.88;7.88;99.70;104.00;104.00;867.52;867.52;-;-;5.04;5.04;99.80;104.20;104.20
" ";" ";"2007";1376.80;1376.80;-;-;7.71;7.71;100.80;101.60;101.60;906.76;906.76;-;-;5.08;5.08;100.70;104.50;104.50
" ";" ";"2008";1405.69;1405.69;-;-;7.89;7.89;100.20;102.10;102.10;926.58;926.58;-;-;5.20;5.20;100.10;102.20;102.20
" ";" ";"2009";1620.54;1620.54;0.26;27.20;9.50;9.50;100.30;115.30;115.30;1050.04;1050.04;-;-;6.16;6.16;100.10;113.30;113.30
" ";" ";"2010";1628.33;1628.33;0.64;13.19;9.98;9.98;97.10;100.50;100.50;1060.08;1060.08;-;-;6.50;6.50;98.00;101.00;101.00
" ";" ";"2011";1649.92;1649.92;0.41;17.19;10.12;10.12;99.80;101.30;101.30;1073.26;1073.26;-;-;6.58;6.58;99.80;101.20;101.20
" ";" ";"2012";1664.64;1664.64;0.51;15.06;9.71;9.71;100.40;100.90;100.90;1084.72;1084.72;-;-;6.33;6.33;100.40;101.10;101.10
" ";" ";"2013";1662.53;1662.53;0.41;23.41;9.22;9.22;100.00;99.90;99.90;1095.79;1095.79;-;-;6.08;6.08;100.00;101.00;101.00
" ";" ";"2014";1623.59;1623.59;0.14;25.68;9.01;9.01;100.50;97.70;97.70;1087.12;1087.12;-;-;6.03;6.03;101.60;99.20;99.20
" ";" ";"2015";1643.02;1643.02;0.10;6.08;9.55;9.55;100.20;101.20;101.20;1085.33;1085.33;-;-;6.31;6.31;100.30;99.80;99.80
" ";"P IZOBRAŽEVANJE"
" ";" ";"2005";1410.31;1410.31;-;-;8.51;8.51;97.80;104.80;104.80;888.81;888.81;-;-;5.36;5.36;97.40;105.20;105.20
" ";" ";"2006";1451.58;1451.58;-;-;8.87;8.87;99.30;102.90;102.90;915.90;915.90;-;-;5.60;5.60;99.50;103.00;103.00
" ";" ";"2007";1534.64;1534.64;-;-;9.17;9.17;98.90;105.70;105.70;996.26;996.26;-;-;5.96;5.96;99.20;108.80;108.80
" ";" ";"2008";1592.06;1592.06;-;-;9.51;9.51;100.70;103.70;103.70;1035.25;1035.25;-;-;6.18;6.18;100.90;103.90;103.90
" ";" ";"2009";1735.74;1735.74;3.26;59.45;10.43;10.43;99.80;109.00;109.00;1115.29;1115.29;-;-;6.70;6.70;99.80;107.70;107.70
" ";" ";"2010";1745.16;1745.16;2.45;38.52;10.83;10.83;100.10;100.50;100.50;1122.07;1122.07;-;-;6.97;6.97;100.20;100.60;100.60
" ";" ";"2011";1744.39;1744.39;1.75;36.27;10.91;10.91;99.80;100.00;100.00;1119.90;1119.90;-;-;7.00;7.00;99.60;99.80;99.80
" ";" ";"2012";1749.13;1749.13;0.12;9.86;10.52;10.52;100.30;100.30;100.30;1128.26;1128.26;-;-;6.78;6.78;100.10;100.70;100.70
" ";" ";"2013";1637.93;1637.93;10.91;201.02;9.50;9.50;100.40;93.60;93.60;1079.09;1079.09;-;-;6.26;6.26;100.10;95.60;95.60
" ";" ";"2014";1619.20;1619.20;4.84;965.52;9.36;9.36;100.10;98.90;98.90;1068.56;1068.56;-;-;6.18;6.18;100.10;99.00;99.00
" ";" ";"2015";1621.51;1621.51;0.30;7.65;9.79;9.79;99.30;100.10;100.10;1075.15;1075.15;-;-;6.49;6.49;99.90;100.60;100.60
" ";"Q ZDRAVSTVO IN SOCIALNO VARSTVO"
" ";" ";"2005";1302.80;1302.80;-;-;7.87;7.87;95.70;101.10;101.10;832.87;832.87;-;-;5.03;5.03;97.70;104.30;104.30
" ";" ";"2006";1360.59;1360.59;-;-;7.55;7.55;98.40;104.40;104.40;867.70;867.70;-;-;4.81;4.81;98.70;104.20;104.20
" ";" ";"2007";1404.40;1404.40;-;-;7.61;7.61;96.90;103.20;103.20;905.55;905.55;-;-;4.91;4.91;97.70;104.40;104.40
" ";" ";"2008";1443.57;1443.57;-;-;7.82;7.82;98.00;102.80;102.80;933.34;933.34;-;-;5.06;5.06;98.50;103.10;103.10
" ";" ";"2009";1749.80;1749.80;0.51;6.47;9.81;9.81;98.20;121.20;121.20;1102.25;1102.25;-;-;6.18;6.18;98.90;118.10;118.10
" ";" ";"2010";1779.46;1779.46;-;-;10.21;10.21;99.50;101.70;101.70;1119.30;1119.30;-;-;6.42;6.42;99.60;101.50;101.50
" ";" ";"2011";1723.29;1723.29;0.09;27.83;10.05;10.05;99.20;96.80;96.80;1095.84;1095.84;-;-;6.39;6.39;99.60;97.90;97.90
" ";" ";"2012";1717.41;1717.41;1.74;24.88;9.73;9.73;99.40;99.70;99.70;1094.31;1094.31;-;-;6.20;6.20;99.50;99.90;99.90
" ";" ";"2013";1676.61;1676.61;0.22;48.21;9.27;9.27;96.20;97.60;97.60;1081.22;1081.22;-;-;5.98;5.98;96.90;98.80;98.80
" ";" ";"2014";1653.85;1653.85;3.11;63.92;9.14;9.14;98.80;98.60;98.60;1063.68;1063.68;-;-;5.88;5.88;98.30;98.40;98.40
" ";" ";"2015";1671.70;1671.70;4.21;429.08;9.52;9.52;98.90;101.10;101.10;1079.96;1079.96;-;-;6.15;6.15;99.20;101.50;101.50
" ";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI"
" ";" ";"2005";1190.42;1190.42;-;-;7.06;7.06;96.70;105.40;105.40;763.57;763.57;-;-;4.53;4.53;97.10;107.20;107.20
" ";" ";"2006";1222.40;1222.40;-;-;7.11;7.11;97.10;102.70;102.70;786.56;786.56;-;-;4.58;4.58;97.40;103.00;103.00
" ";" ";"2007";1247.10;1247.10;-;-;7.25;7.25;99.20;102.00;102.00;825.21;825.21;-;-;4.80;4.80;99.30;104.90;104.90
" ";" ";"2008";1340.91;1340.91;-;-;7.71;7.71;100.00;107.50;107.50;887.63;887.63;-;-;5.10;5.10;100.60;107.60;107.60
" ";" ";"2009";1520.04;1520.04;1.30;54.47;8.87;8.87;98.00;113.40;113.40;988.72;988.72;-;-;5.77;5.77;98.70;111.40;111.40
" ";" ";"2010";1557.98;1557.98;-;-;9.39;9.39;98.50;102.50;102.50;1015.00;1015.00;-;-;6.12;6.12;99.10;102.70;102.70
" ";" ";"2011";1615.86;1615.86;0.54;100.14;9.86;9.86;97.70;103.70;103.70;1048.30;1048.30;-;-;6.40;6.40;98.00;103.30;103.30
" ";" ";"2012";1640.32;1640.32;0.09;8.00;9.51;9.51;98.90;101.50;101.50;1067.31;1067.31;-;-;6.19;6.19;99.50;101.80;101.80
" ";" ";"2013";1566.39;1566.39;-;-;8.77;8.77;97.90;95.50;95.50;1035.10;1035.10;-;-;5.79;5.79;98.60;97.00;97.00
" ";" ";"2014";1575.75;1575.75;-;-;8.82;8.82;99.30;100.60;100.60;1029.96;1029.96;-;-;5.76;5.76;98.30;99.50;99.50
" ";" ";"2015";1575.49;1575.49;-;-;9.32;9.32;97.20;100.00;100.00;1035.69;1035.69;-;-;6.12;6.12;98.10;100.60;100.60
" ";"S DRUGE DEJAVNOSTI"
" ";" ";"2005";1026.34;1026.34;-;-;6.17;6.17;89.80;101.90;101.90;653.42;653.42;-;-;3.93;3.93;90.30;101.80;101.80
" ";" ";"2006";1026.79;1026.79;-;-;6.07;6.07;95.20;100.00;100.00;668.59;668.59;-;-;3.95;3.95;96.40;102.30;102.30
" ";" ";"2007";1081.43;1081.43;-;-;6.24;6.24;101.10;105.30;105.30;715.40;715.40;-;-;4.13;4.13;100.80;107.00;107.00
" ";" ";"2008";1105.39;1105.39;-;-;6.57;6.57;100.40;102.20;102.20;734.39;734.39;-;-;4.37;4.37;101.00;102.70;102.70
" ";" ";"2009";1145.17;1145.17;-;-;6.90;6.90;97.60;103.60;103.60;758.39;758.39;-;-;4.57;4.57;98.00;103.30;103.30
" ";" ";"2010";1177.49;1177.49;-;-;7.61;7.61;96.80;102.80;102.80;782.69;782.69;-;-;5.06;5.06;97.60;103.20;103.20
" ";" ";"2011";1247.07;1247.07;-;-;7.89;7.89;97.30;105.90;105.90;829.66;829.66;-;-;5.25;5.25;98.50;106.00;106.00
" ";" ";"2012";1278.56;1278.56;-;-;7.93;7.93;99.00;102.50;102.50;841.49;841.49;-;-;5.22;5.22;98.40;101.40;101.40
" ";" ";"2013";1222.92;1222.92;-;-;7.52;7.52;101.80;95.60;95.60;815.80;815.80;-;-;5.02;5.02;101.50;96.90;96.90
" ";" ";"2014";1286.83;1286.83;8.59;1907.50;7.93;7.93;101.80;105.20;105.20;851.42;851.42;-;-;5.25;5.25;102.10;104.40;104.40
" ";" ";"2015";1265.72;1265.72;102.30;4752.09;7.86;7.86;100.60;98.40;98.40;841.54;841.54;-;-;5.23;5.23;100.80;98.80;98.80
"Koroška"
" ";"SKD Dejavnost"
" ";" ";"2005";982.00;982.00;-;-;5.87;5.87;96.40;104.90;104.90;646.59;646.59;-;-;3.86;3.86;97.00;106.60;106.60
" ";" ";"2006";1027.20;1027.20;-;-;6.01;6.01;98.70;104.60;104.60;674.71;674.71;-;-;3.94;3.94;98.80;104.30;104.30
" ";" ";"2007";1093.36;1093.36;-;-;6.18;6.18;101.00;106.40;106.40;728.11;728.11;-;-;4.12;4.12;101.00;107.90;107.90
" ";" ";"2008";1161.30;1161.30;-;-;6.59;6.59;100.30;106.20;106.20;769.89;769.89;-;-;4.37;4.37;100.40;105.70;105.70
" ";" ";"2009";1257.54;1257.54;5.26;474.83;7.51;7.51;98.30;108.30;108.30;829.67;829.67;-;-;4.96;4.96;99.00;107.80;107.80
" ";" ";"2010";1281.23;1281.23;2.99;43.84;7.92;7.92;98.90;101.90;101.90;845.78;845.78;-;-;5.23;5.23;98.90;101.90;101.90
" ";" ";"2011";1357.37;1357.37;3.96;145.41;8.27;8.27;98.90;105.90;105.90;897.52;897.52;-;-;5.47;5.47;99.50;106.10;106.10
" ";" ";"2012";1384.59;1384.59;3.31;383.96;8.15;8.15;99.00;102.00;102.00;914.71;914.71;-;-;5.38;5.38;100.00;101.90;101.90
" ";" ";"2013";1392.85;1392.85;2.63;110.84;7.97;7.97;99.90;100.60;100.60;925.99;925.99;-;-;5.30;5.30;100.50;101.20;101.20
" ";" ";"2014";1417.55;1417.55;4.00;605.22;8.13;8.13;99.50;101.80;101.80;940.17;940.17;-;-;5.39;5.39;100.00;101.50;101.50
" ";" ";"2015";1413.13;1413.13;4.15;583.46;8.35;8.35;97.80;99.70;99.70;936.90;936.90;-;-;5.53;5.53;98.90;99.70;99.70
" ";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO"
" ";" ";"2005";779.81;779.81;-;-;4.96;4.96;91.70;105.50;105.50;552.51;552.51;-;-;3.51;3.51;94.00;110.50;110.50
" ";" ";"2006";798.65;798.65;-;-;4.94;4.94;96.40;102.40;102.40;554.05;554.05;-;-;3.43;3.43;96.10;100.30;100.30
" ";" ";"2007";1603.47;1603.47;-;-;9.34;9.34;192.30;200.80;200.80;944.39;944.39;-;-;5.50;5.50;162.70;170.50;170.50
" ";" ";"2008";1003.89;1003.89;-;-;5.68;5.68;102.00;62.60;62.60;694.38;694.38;-;-;3.93;3.93;101.60;73.50;73.50
" ";" ";"2009";1008.59;1008.59;-;-;6.00;6.00;95.20;100.50;100.50;694.32;694.32;-;-;4.13;4.13;95.80;100.00;100.00
" ";" ";"2010";1087.24;1087.24;-;-;6.64;6.64;93.90;107.80;107.80;737.54;737.54;-;-;4.51;4.51;94.80;106.20;106.20
" ";" ";"2011";1097.41;1097.41;-;-;6.89;6.89;91.60;100.90;100.90;745.09;745.09;-;-;4.68;4.68;92.60;101.00;101.00
" ";" ";"2012";1166.93;1166.93;-;-;7.16;7.16;97.00;106.30;106.30;785.92;785.92;-;-;4.82;4.82;97.20;105.50;105.50
" ";" ";"2013";1153.87;1153.87;-;-;6.89;6.89;110.00;98.90;98.90;782.68;782.68;-;-;4.67;4.67;109.30;99.60;99.60
" ";" ";"2014";1260.11;1260.11;-;-;7.35;7.35;103.00;109.20;109.20;848.42;848.42;-;-;4.95;4.95;102.80;108.40;108.40
" ";" ";"2015";1143.09;1143.09;-;-;7.02;7.02;95.90;90.70;90.70;777.13;777.13;-;-;4.77;4.77;96.90;91.60;91.60
" ";"B RUDARSTVO"
" ";" ";"2005";1033.86;1033.86;-;-;6.54;6.54;102.80;96.80;96.80;676.47;676.47;-;-;4.28;4.28;101.70;95.90;95.90
" ";" ";"2006";1086.67;1086.67;-;-;6.31;6.31;105.70;105.10;105.10;719.05;719.05;-;-;4.18;4.18;105.10;106.30;106.30
" ";" ";"2007";1117.24;1117.24;-;-;6.24;6.24;110.10;102.80;102.80;750.69;750.69;-;-;4.19;4.19;108.90;104.40;104.40
" ";" ";"2008";1156.79;1156.79;-;-;6.36;6.36;105.80;103.50;103.50;782.64;782.64;-;-;4.30;4.30;105.30;104.30;104.30
" ";" ";"2009";1418.78;1418.78;-;-;8.15;8.15;93.10;122.60;122.60;915.40;915.40;-;-;5.26;5.26;94.30;117.00;117.00
" ";" ";"2010";1407.53;1407.53;-;-;8.73;8.73;90.50;99.20;99.20;905.97;905.97;-;-;5.62;5.62;91.70;99.00;99.00
" ";" ";"2011";1198.36;1198.36;-;-;7.10;7.10;100.70;85.10;85.10;811.58;811.58;-;-;4.81;4.81;100.10;89.60;89.60
" ";" ";"2012";1389.97;1389.97;-;-;7.79;7.79;101.70;116.00;116.00;909.88;909.88;-;-;5.10;5.10;101.60;112.10;112.10
" ";" ";"2013";1351.04;1351.04;-;-;7.35;7.35;101.00;97.20;97.20;891.93;891.93;-;-;4.86;4.86;101.40;98.00;98.00
" ";" ";"2014";1346.25;1346.25;-;-;7.36;7.36;108.30;99.60;99.60;888.84;888.84;-;-;4.86;4.86;107.50;99.70;99.70
" ";" ";"2015";1384.26;1384.26;-;-;7.96;7.96;102.40;102.80;102.80;941.38;941.38;-;-;5.41;5.41;105.30;105.90;105.90
" ";"C PREDELOVALNE DEJAVNOSTI"
" ";" ";"2005";896.43;896.43;-;-;5.33;5.33;98.10;107.20;107.20;598.31;598.31;-;-;3.56;3.56;98.50;108.90;108.90
" ";" ";"2006";932.03;932.03;-;-;5.39;5.39;100.00;104.00;104.00;623.04;623.04;-;-;3.60;3.60;99.90;104.10;104.10
" ";" ";"2007";1002.05;1002.05;-;-;5.53;5.53;102.40;107.50;107.50;677.06;677.06;-;-;3.74;3.74;102.10;108.70;108.70
" ";" ";"2008";1092.47;1092.47;-;-;6.07;6.07;100.30;109.00;109.00;735.05;735.05;-;-;4.08;4.08;101.30;108.60;108.60
" ";" ";"2009";1093.13;1093.13;1.01;126.91;6.56;6.56;96.50;100.10;100.10;740.05;740.05;-;-;4.44;4.44;98.40;100.70;100.70
" ";" ";"2010";1129.83;1129.83;0.34;2.95;7.05;7.05;100.60;103.40;103.40;760.41;760.41;-;-;4.75;4.75;100.20;102.80;102.80
" ";" ";"2011";1261.26;1261.26;0.35;17.19;7.55;7.55;100.20;111.60;111.60;846.12;846.12;-;-;5.06;5.06;100.50;111.30;111.30
" ";" ";"2012";1298.67;1298.67;2.40;236.22;7.50;7.50;98.20;103.00;103.00;868.37;868.37;-;-;5.02;5.02;100.10;102.60;102.60
" ";" ";"2013";1340.84;1340.84;1.90;65.34;7.51;7.51;100.30;103.20;103.20;896.94;896.94;-;-;5.02;5.02;101.50;103.30;103.30
" ";" ";"2014";1393.81;1393.81;7.63;1288.63;7.80;7.80;100.20;104.00;104.00;926.37;926.37;-;-;5.18;5.18;100.60;103.30;103.30
" ";" ";"2015";1393.04;1393.04;0.06;484.00;7.99;7.99;95.80;99.90;99.90;925.16;925.16;-;-;5.31;5.31;97.50;99.90;99.90
" ";"D OSKRBA Z ELEKTRIÈNO ENERGIJO, PLINOM IN PARO"
" ";" ";"2005";1215.23;1215.23;-;-;7.31;7.31;87.80;107.20;107.20;801.17;801.17;-;-;4.82;4.82;90.80;109.50;109.50
" ";" ";"2006";1300.18;1300.18;-;-;7.58;7.58;98.40;107.00;107.00;850.62;850.62;-;-;4.96;4.96;98.60;106.20;106.20
" ";" ";"2007";1348.91;1348.91;-;-;7.43;7.43;101.80;103.70;103.70;903.11;903.11;-;-;4.98;4.98;102.20;106.20;106.20
" ";" ";"2008";1580.05;1580.05;-;-;8.75;8.75;100.30;117.10;117.10;1028.45;1028.45;-;-;5.70;5.70;98.80;113.90;113.90
" ";" ";"2009";1776.43;1776.43;186.64;555.96;10.17;10.17;107.20;112.40;112.40;1133.94;1133.94;-;-;6.49;6.49;104.00;110.30;110.30
" ";" ";"2010";1754.28;1754.28;188.99;594.57;10.71;10.71;111.80;98.80;98.80;1119.24;1119.24;-;-;6.84;6.84;108.10;98.70;98.70
" ";" ";"2011";1654.50;1654.50;-;-;10.05;10.05;87.40;94.30;94.30;1083.95;1083.95;-;-;6.59;6.59;90.40;96.80;96.80
" ";" ";"2012";1753.43;1753.43;-;-;10.06;10.06;98.20;106.00;106.00;1144.98;1144.98;-;-;6.57;6.57;98.80;105.60;105.60
" ";" ";"2013";1799.78;1799.78;43.38;125.42;10.10;10.10;99.20;102.60;102.60;1166.49;1166.49;-;-;6.55;6.55;98.60;101.90;101.90
" ";" ";"2014";1835.61;1835.61;-;-;10.10;10.10;98.30;102.00;102.00;1192.90;1192.90;-;-;6.57;6.57;98.70;102.30;102.30
" ";" ";"2015";1844.02;1844.02;-;-;10.58;10.58;99.10;100.50;100.50;1193.00;1193.00;-;-;6.85;6.85;99.40;100.00;100.00
" ";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA"
" ";" ";"2005";1024.50;1024.50;-;-;6.15;6.15;99.80;104.20;104.20;677.76;677.76;-;-;4.07;4.07;99.10;106.40;106.40
" ";" ";"2006";1051.70;1051.70;-;-;5.95;5.95;101.30;102.70;102.70;700.14;700.14;-;-;3.96;3.96;101.60;103.30;103.30
" ";" ";"2007";1071.04;1071.04;-;-;5.87;5.87;99.40;101.80;101.80;728.01;728.01;-;-;3.99;3.99;101.40;104.00;104.00
" ";" ";"2008";1159.55;1159.55;-;-;6.39;6.39;103.00;108.30;108.30;781.47;781.47;-;-;4.31;4.31;102.10;107.30;107.30
" ";" ";"2009";1182.15;1182.15;-;-;6.85;6.85;100.80;101.90;101.90;798.73;798.73;-;-;4.63;4.63;100.80;102.20;102.20
" ";" ";"2010";1215.25;1215.25;-;-;7.31;7.31;101.00;102.80;102.80;819.50;819.50;-;-;4.93;4.93;100.70;102.60;102.60
" ";" ";"2011";1251.39;1251.39;-;-;7.63;7.63;98.40;103.00;103.00;847.70;847.70;-;-;5.17;5.17;98.80;103.40;103.40
" ";" ";"2012";1274.56;1274.56;-;-;7.29;7.29;101.20;101.90;101.90;862.67;862.67;-;-;4.93;4.93;101.00;101.80;101.80
" ";" ";"2013";1316.64;1316.64;-;-;7.23;7.23;97.50;103.30;103.30;889.53;889.53;-;-;4.88;4.88;98.10;103.10;103.10
" ";" ";"2014";1313.66;1313.66;-;-;7.37;7.37;94.00;99.80;99.80;884.39;884.39;-;-;4.96;4.96;99.70;99.40;99.40
" ";" ";"2015";1289.53;1289.53;-;-;7.73;7.73;96.20;98.20;98.20;868.26;868.26;-;-;5.21;5.21;97.20;98.20;98.20
" ";"F GRADBENIŠTVO"
" ";" ";"2005";867.54;867.54;-;-;5.16;5.16;102.80;108.40;108.40;583.55;583.55;-;-;3.47;3.47;103.10;111.50;111.50
" ";" ";"2006";851.66;851.66;-;-;4.96;4.96;98.70;98.20;98.20;563.69;563.69;-;-;3.28;3.28;99.60;96.60;96.60
" ";" ";"2007";777.38;777.38;-;-;4.49;4.49;104.00;91.30;91.30;511.25;511.25;-;-;2.95;2.95;104.00;90.70;90.70
" ";" ";"2008";886.94;886.94;-;-;5.11;5.11;104.40;114.10;114.10;571.68;571.68;-;-;3.29;3.29;102.70;111.80;111.80
" ";" ";"2009";1164.03;1164.03;-;-;7.14;7.14;98.70;131.20;131.20;764.21;764.21;-;-;4.69;4.69;99.90;133.70;133.70
" ";" ";"2010";1197.63;1197.63;-;-;7.08;7.08;92.70;102.90;102.90;780.09;780.09;-;-;4.61;4.61;94.20;102.10;102.10
" ";" ";"2011";1142.59;1142.59;-;-;6.79;6.79;94.90;95.40;95.40;770.49;770.49;-;-;4.58;4.58;96.90;98.80;98.80
" ";" ";"2012";1160.13;1160.13;-;-;6.67;6.67;97.10;101.50;101.50;783.69;783.69;-;-;4.51;4.51;97.70;101.70;101.70
" ";" ";"2013";1261.43;1261.43;-;-;7.05;7.05;102.60;108.70;108.70;853.51;853.51;-;-;4.77;4.77;102.10;108.90;108.90
" ";" ";"2014";1228.10;1228.10;-;-;6.90;6.90;99.30;97.40;97.40;832.89;832.89;-;-;4.68;4.68;100.10;97.60;97.60
" ";" ";"2015";1185.42;1185.42;-;-;6.97;6.97;97.50;96.50;96.50;803.00;803.00;-;-;4.72;4.72;97.90;96.40;96.40
" ";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL"
" ";" ";"2005";815.31;815.31;-;-;4.88;4.88;89.90;103.40;103.40;547.77;547.77;-;-;3.28;3.28;91.00;105.60;105.60
" ";" ";"2006";879.82;879.82;-;-;5.25;5.25;94.30;107.90;107.90;584.76;584.76;-;-;3.49;3.49;95.40;106.80;106.80
" ";" ";"2007";938.02;938.02;-;-;5.43;5.43;96.70;106.60;106.60;632.18;632.18;-;-;3.66;3.66;97.60;108.10;108.10
" ";" ";"2008";1007.31;1007.31;-;-;5.84;5.84;98.40;107.40;107.40;678.56;678.56;-;-;3.93;3.93;98.70;107.30;107.30
" ";" ";"2009";1069.99;1069.99;9.87;814.92;6.34;6.34;95.70;106.20;106.20;717.98;717.98;-;-;4.26;4.26;96.50;105.80;105.80
" ";" ";"2010";1070.88;1070.88;0.43;116.57;6.53;6.53;94.40;100.10;100.10;721.37;721.37;-;-;4.40;4.40;95.10;100.50;100.50
" ";" ";"2011";1123.88;1123.88;8.21;109.64;6.91;6.91;97.80;104.90;104.90;755.35;755.35;-;-;4.64;4.64;98.30;104.70;104.70
" ";" ";"2012";1134.93;1134.93;4.40;356.43;6.82;6.82;98.10;101.00;101.00;766.88;766.88;-;-;4.61;4.61;98.70;101.50;101.50
" ";" ";"2013";1154.19;1154.19;6.99;538.55;6.73;6.73;99.40;101.70;101.70;784.27;784.27;-;-;4.57;4.57;99.70;102.30;102.30
" ";" ";"2014";1184.57;1184.57;-;-;6.97;6.97;95.00;102.60;102.60;804.05;804.05;-;-;4.73;4.73;97.10;102.50;102.50
" ";" ";"2015";1157.52;1157.52;0.04;13.60;6.99;6.99;95.50;97.70;97.70;786.03;786.03;-;-;4.75;4.75;96.40;97.80;97.80
" ";"H PROMET IN SKLADIŠÈENJE"
" ";" ";"2005";905.89;905.89;-;-;5.37;5.37;88.40;99.10;99.10;594.65;594.65;-;-;3.52;3.52;88.80;100.20;100.20
" ";" ";"2006";964.91;964.91;-;-;5.61;5.61;99.60;106.50;106.50;645.54;645.54;-;-;3.76;3.76;99.80;108.60;108.60
" ";" ";"2007";994.14;994.14;-;-;5.75;5.75;104.90;103.00;103.00;673.65;673.65;-;-;3.90;3.90;104.20;104.40;104.40
" ";" ";"2008";1008.96;1008.96;-;-;5.93;5.93;100.90;101.50;101.50;680.70;680.70;-;-;4.00;4.00;100.90;101.00;101.00
" ";" ";"2009";1090.00;1090.00;-;-;6.46;6.46;98.90;108.00;108.00;732.35;732.35;-;-;4.34;4.34;98.30;107.60;107.60
" ";" ";"2010";1104.45;1104.45;-;-;6.69;6.69;102.70;101.30;101.30;736.06;736.06;-;-;4.46;4.46;102.30;100.50;100.50
